,name,salary_from,salary_to,salary_currency,area_name,published_at
1286,Junior Data Scientist (Стажер),,,,Иркутск,2022-12-23T12:57:12+0300
1287,Системный администратор (департамент ИТ),2300.0,3000.0,BYR,Минск,2022-12-23T17:19:03+0300
1288,Product manager (менеджер по продукту),,,,Пермь,2022-12-23T15:31:55+0300
1289,Frontend developer Team Bravo (Desktop),,,,Тбилиси,2022-12-23T17:11:34+0300
1290,Помощник инженера по охране труда и технике безопасности,,,,Ташкент,2022-12-23T14:48:17+0300
1291,Программист-разработчик,65000.0,,RUR,Барнаул,2022-12-23T12:09:28+0300
1292,Главный механик,55000.0,,RUR,Богородск,2022-12-23T15:44:37+0300
1293,"Разработчик JavaScript, Аккаунт продавца, Инструменты торговой площадки",,,,Москва,2022-12-23T13:37:14+0300
1294,Middle Frontend (React) Developer,,,,Москва,2022-12-23T15:42:09+0300
1295,Контролер технического состояния транспортных средств,88000.0,88000.0,RUR,Москва,2022-12-23T13:45:20+0300
1296,Junior Support Engineer,,,,Нижний Новгород,2022-12-23T14:19:02+0300
1297,Системный администратор,30000.0,,RUR,Иваново (Ивановская область),2022-12-23T13:50:58+0300
1298,PHP программист,,,,Шымкент,2022-12-23T13:03:32+0300
1299,"Специалист технической поддержки, Ozon Tech, Санкт-Петербург (пос. Бугры)",,,,Санкт-Петербург,2022-12-23T14:30:32+0300
1300,Сервисный инженер ЦТО-Одинцово,65000.0,90000.0,RUR,Одинцово,2022-12-23T17:46:21+0300
1301,HelpDesk специалист в сеть стоматологий,150000.0,,KZT,Алматы,2022-12-23T15:51:23+0300
1302,Младший бизнес-аналитик (автоматизация),,,,Москва,2022-12-23T16:26:27+0300
1303,Исследователь данных (SQL-аналитик) м. Крылатское,,,,Москва,2022-12-23T14:06:03+0300
1304,"Разработчик Python, Платформа, Хранение и обработка данных",,,,Москва,2022-12-23T12:38:40+0300
1305,Директор / Заместитель директора направления проектирование,,,,Москва,2022-12-23T17:56:18+0300
1306,Project Manager (Hardware Projects),,,,Москва,2022-12-23T12:58:37+0300
1307,Аналитик,,,,Москва,2022-12-23T12:06:33+0300
1308,Электромеханик,,,,Астана,2022-12-23T14:32:45+0300
1309,Бизнес-аналитик (ВТБ Лизинг),,,,Москва,2022-12-23T16:49:32+0300
1310,PHP-Разработчик (fullstack),120000.0,,RUR,Москва,2022-12-23T14:04:12+0300
1311,Техник Механик,40000.0,,RUR,Калининград,2022-12-23T14:04:14+0300
1312,Руководитель проекта,66900.0,100350.0,RUR,Казань,2022-12-23T14:21:29+0300
1313,Дизайнер с функцией контент-менеджера,35000.0,55000.0,RUR,Вологда,2022-12-23T13:22:46+0300
1314,Computer Vision Engineer (Стажер),,,,Санкт-Петербург,2022-12-23T12:55:12+0300
1315,Аналитик (Коммерческая служба),,,,Санкт-Петербург,2022-12-23T15:29:13+0300
1316,Токарь,44000.0,,RUR,Пенза,2022-12-23T14:10:26+0300
1317,Аналитик (направление промо),,,,Москва,2022-12-23T17:49:24+0300
1318,Инженер-конструктор пресс-форм,100000.0,,RUR,Челябинск,2022-12-23T15:43:32+0300
1319,Специалист сервисной поддержки,,60000.0,RUR,Москва,2022-12-23T13:28:40+0300
1320,Инженер-тестировщик,,,,Вологда,2022-12-23T16:05:16+0300
1321,Руководитель проектов внедрения,150000.0,,RUR,Санкт-Петербург,2022-12-23T15:03:40+0300
1322,Техник по эксплуатации,60000.0,,RUR,Санкт-Петербург,2022-12-23T13:51:59+0300
1323,Специалист в дежурную смену ИТ-мониторинга,,,,Москва,2022-12-23T12:53:43+0300
1324,Специалист по тестированию,,,,Москва,2022-12-23T13:58:41+0300
1325,PHP developer,200000.0,,RUR,Москва,2022-12-23T13:25:09+0300
1326,Программист,40000.0,,RUR,Соликамск,2022-12-23T13:59:21+0300
1327,Системный администратор,90000.0,,RUR,Санкт-Петербург,2022-12-23T16:52:26+0300
1328,Помощник системного администратора (стажер),,,,Бронницы,2022-12-23T14:59:02+0300
1329,"Системный администратор (IT, защита информации)",60000.0,,RUR,Санкт-Петербург,2022-12-23T12:16:21+0300
1330,Дизайнер,,,,Санкт-Петербург,2022-12-23T17:18:17+0300
1331,Ведущий специалист по технической поддержке,70000.0,70000.0,RUR,Москва,2022-12-23T17:48:33+0300
1332,Сервисный инженер ЦТО-Пушкино,65000.0,90000.0,RUR,Пушкино (Московская область),2022-12-23T17:50:57+0300
1333,Системный администратор,130000.0,170000.0,RUR,Москва,2022-12-23T14:43:53+0300
1334,Java-разработчик,250000.0,,RUR,Санкт-Петербург,2022-12-23T12:43:42+0300
1335,Ведущий Frontend-разработчик,,,,Москва,2022-12-23T14:40:55+0300
1336,Менеджер проекта/ Project manager,80000.0,,RUR,Санкт-Петербург,2022-12-23T13:56:20+0300
1337,Специалист технической поддержки / Инженер Helpdesk / Системный администратор,55000.0,,RUR,Санкт-Петербург,2022-12-23T16:44:18+0300
1338,Javascript developer,,,,Москва,2022-12-23T14:21:22+0300
1339,Специалист по работе с 1С,30000.0,40000.0,RUR,Тула,2022-12-23T12:22:48+0300
1340,Системный администратор,45000.0,50000.0,RUR,Красноярск,2022-12-23T13:43:42+0300
1341,Инженер-механик по ремонту сельскохозяйственной техники,150000.0,370000.0,RUR,Кокшетау,2022-12-23T12:52:12+0300
1342,Менеджер по ведению проектов,20000.0,70000.0,RUR,Саратов,2022-12-23T14:25:43+0300
1343,IT Service Delivery Manager,1800.0,2500.0,AZN,Баку,2022-12-23T16:56:05+0300
1344,Computer Vision Engineer (Стажер),,,,Барнаул,2022-12-23T12:54:37+0300
1345,Java разработчик,100000.0,,RUR,Киров (Кировская область),2022-12-23T17:14:20+0300
1346,Редактор контента,,,,Москва,2022-12-23T12:44:56+0300
1347,Специалист по продукции,79700.0,79700.0,RUR,Москва,2022-12-23T13:11:04+0300
1348,Механик,80000.0,,RUR,Чита,2022-12-23T15:10:40+0300
1349,Web-разработчик (frontend),,,,Чебоксары,2022-12-23T12:10:59+0300
1350,Специалист 1С (тестировщик/аналитик 1С),,,,Санкт-Петербург,2022-12-23T16:25:48+0300
1351,Менеджер маркетплейсов,30000.0,50000.0,RUR,Чебоксары,2022-12-23T12:10:59+0300
1352,Front-end Middle Developer,,,,Тбилиси,2022-12-23T15:31:48+0300
1353,Game Designer,,,,Санкт-Петербург,2022-12-23T17:21:04+0300
1354,Инженер-механик,1500.0,,BYR,Минск,2022-12-23T15:44:20+0300
1355,"Мастер по ремонту телефонов, смартфонов",60000.0,90000.0,RUR,Санкт-Петербург,2022-12-23T13:31:27+0300
1356,Начальник отдела,130000.0,200000.0,RUR,Москва,2022-12-23T15:31:23+0300
1357,Графический дизайнер,100000.0,120000.0,RUR,Москва,2022-12-23T17:56:35+0300
1358,Теплотехник,40000.0,45000.0,RUR,Оренбург,2022-12-23T13:22:46+0300
1359,Техник по обслуживанию зданий магазинов,45000.0,,RUR,Ярославль,2022-12-23T15:49:33+0300
1360,QA инженер,,200000.0,RUR,Екатеринбург,2022-12-23T14:38:19+0300
1361,Старший инженер,,,,Самара,2022-12-23T14:07:38+0300
1362,Data Scientist (Junior),,,,Москва,2022-12-23T17:02:59+0300
1363,Data Scientist в команду лояльности СберСпасибо,,,,Москва,2022-12-23T13:51:53+0300
1364,Рабочий по обслуживанию зданий и сооружений,55000.0,55000.0,RUR,Санкт-Петербург,2022-12-23T13:17:54+0300
1365,Front-end developer (Vue.js),,,,Минск,2022-12-23T17:44:29+0300
1366,Оператор-наладчик станков с ЧПУ (Токарная группа с приводным инструментом),90000.0,110000.0,RUR,Санкт-Петербург,2022-12-23T15:30:55+0300
1367,DevOps-инженер,100000.0,,RUR,Тула,2022-12-23T17:39:58+0300
1368,Электромеханик,,,,Алматы,2022-12-23T14:34:10+0300
1369,Главный программист,33000.0,45000.0,RUR,Чебоксары,2022-12-23T15:25:07+0300
1370,Главный специалист (техническая поддержка) Управления информационных технологий,120000.0,,RUR,Москва,2022-12-23T15:29:12+0300
1371,Системный администратор,,40000.0,RUR,Новокузнецк,2022-12-23T12:12:32+0300
1372,Системный / бизнес аналитик,250000.0,,RUR,Москва,2022-12-23T14:19:23+0300
1373,Механик,80000.0,,RUR,Улан-Удэ,2022-12-23T15:05:03+0300
1374,Специалист по видеонаблюдению,30000.0,50000.0,RUR,Альметьевск,2022-12-23T16:20:26+0300
1375,Графический дизайнер,25000.0,,RUR,Старый Оскол,2022-12-23T17:14:31+0300
1376,Главный механик,55000.0,,RUR,Дзержинск (Нижегородская область),2022-12-23T15:44:37+0300
1377,Java разработчик (Единый профиль клиента),,,,Москва,2022-12-23T15:12:23+0300
1378,Инженер-программист,75000.0,100000.0,RUR,Воронеж,2022-12-23T14:58:12+0300
1379,Фрезеровщик станка с ЧПУ,,70000.0,RUR,Курск,2022-12-23T13:18:07+0300
1380,Оператор-наладчик станков с ПУ (fanuc),80000.0,,RUR,Екатеринбург,2022-12-23T13:10:31+0300
1381,Инженер - техник слаботочник ОПС (охранно-пожарная сигнализация),50000.0,,RUR,Петрозаводск,2022-12-23T12:41:07+0300
1382,Ведущий специалист по качеству IT услуг,120000.0,140000.0,RUR,Москва,2022-12-23T15:30:24+0300
1383,PHP программист,,,,Актобе,2022-12-23T13:03:32+0300
1384,Ведущий Frontend-разработчик,,,,Краснодар,2022-12-23T14:40:27+0300
1385,Эксперт кибербезопасности,,,,Краснодар,2022-12-23T15:11:10+0300
1386,Графический дизайнер,30000.0,,RUR,Киров (Кировская область),2022-12-23T15:12:52+0300
1387,Инженер,60000.0,,RUR,Белгород,2022-12-23T12:51:45+0300
1388,Бизнес-аналитик,50000.0,80000.0,RUR,Ставрополь,2022-12-23T15:55:26+0300
1389,3D дизайнер (3D моделирование в онлайн школу),,,,Москва,2022-12-23T12:11:54+0300
1390,IT-специалист,,,,Ногинск,2022-12-23T12:17:46+0300
1391,Junior Malware Analyst,,,,Москва,2022-12-23T13:50:51+0300
1392,Middle QA engineer,,2500.0,USD,Турция,2022-12-23T14:07:21+0300
1393,Data Scientist,,,,Москва,2022-12-23T12:26:09+0300
1394,Главный специалист (Разработчик Python (Django),,,,Москва,2022-12-23T13:49:30+0300
1395,Выездной инженер технической поддержки,45000.0,,RUR,Рязань,2022-12-23T15:01:29+0300
1396,Аналитик бизнес-процессов (CRM),,,,Москва,2022-12-23T13:06:26+0300
1397,Начальник отдела информационной безопасности,,,,Верхняя Пышма,2022-12-23T14:13:11+0300
1398,Инженер-конструктор пресс-форм,100000.0,,RUR,Еманжелинск,2022-12-23T15:43:32+0300
1399,Лидер компетенции QA (Рекламная Платформа),,,,Москва,2022-12-23T15:44:50+0300
1400,Инженер технической поддержки (Wireless),,120000.0,RUR,Новосибирск,2022-12-23T12:28:47+0300
1401,Системный аналитик,250000.0,,RUR,Москва,2022-12-23T12:42:58+0300
1402,Инженер слаботочных систем,52000.0,,RUR,Шахты,2022-12-23T14:57:23+0300
1403,Системный администратор,130000.0,170000.0,RUR,Москва,2022-12-23T16:22:31+0300
1404,Главный механик сельхозпредприятия,114900.0,114900.0,RUR,Армавир,2022-12-23T16:49:30+0300
1405,Инженер технической поддержки,,,,Москва,2022-12-23T14:41:39+0300
1406,Computer Vision Engineer (Стажер),,,,Красноярск,2022-12-23T12:54:44+0300
1407,Аналитик BI,80000.0,,RUR,Красноярск,2022-12-23T12:51:25+0300
1408,Product аналитик (MyBeeline Награды & EdTech),,,,Алматы,2022-12-23T13:03:49+0300
1409,Администратор Openshift/k8s (junior),,,,Москва,2022-12-23T14:28:30+0300
1410,Инженер сопровождения АБС ЦФТ,,,,Уфа,2022-12-23T14:58:27+0300
1411,Ведущий аналитик / бизнес-аналитик,,,,Москва,2022-12-23T14:08:33+0300
1412,Программист,40000.0,,RUR,Березники,2022-12-23T13:58:33+0300
1413,Технический специалист БИТРИКС24,50000.0,80000.0,RUR,Новая Адыгея,2022-12-23T13:22:29+0300
1414,Специалист технической поддержки,39000.0,70000.0,RUR,Пермь,2022-12-23T14:21:44+0300
1415,Ученик сервис-мастера (окна пвх),45000.0,70000.0,RUR,Санкт-Петербург,2022-12-23T13:57:01+0300
1416,Главный механик,55000.0,,RUR,Буревестник,2022-12-23T15:44:37+0300
1417,Инженер технической поддержки (Техническая поддержка торговых точек),,,,Москва,2022-12-23T17:06:05+0300
1418,"DevOps инженер, pre-middle",,,,Кострома,2022-12-23T14:14:48+0300
1419,Специалист технической поддержки (Help Desk),,,,Саратов,2022-12-23T15:31:54+0300
1420,"Инженер группы сервисного обслуживания (СКУД, СОТС, СВН)",,,,Дмитров,2022-12-23T13:05:08+0300
1421,Менеджер по проектам,,,,Нижний Новгород,2022-12-23T17:30:28+0300
1422,Контролер качества со знанием узбекского языка,,,,Москва,2022-12-23T13:48:29+0300
1423,Системный администратор,,,,Санкт-Петербург,2022-12-23T16:25:09+0300
1424,Специалист по информационной безопасности,,,,Королев,2022-12-23T13:33:27+0300
1425,Системный администратор,56000.0,56000.0,RUR,Казань,2022-12-23T12:51:35+0300
1426,Начальник ремонтной зоны грузового СТО,,,,Краснодар,2022-12-23T17:38:25+0300
1427,Менеджер уровня сервиса (направление: телеком),,,,Санкт-Петербург,2022-12-23T13:23:29+0300
1428,Сетевой инженер,,,,Москва,2022-12-23T12:34:04+0300
1429,Специалист по информационной безопасности,,,,Москва,2022-12-23T14:18:08+0300
1430,Full-stack разработчик,,,,Москва,2022-12-23T13:54:24+0300
1431,Младший инженер в команду сборки (Дубровка),,,,Санкт-Петербург,2022-12-23T13:56:53+0300
1432,Java разработчик,,,,Москва,2022-12-23T13:57:55+0300
1433,Junior Data Scientist (Стажер),,,,Кемерово,2022-12-23T12:57:32+0300
1434,Программист ETL,,280000.0,RUR,Санкт-Петербург,2022-12-23T15:09:33+0300
1435,"Разработчик PHP developer Junior/Middle (1c-Bitrix, Wordpress CMS)",6500000.0,12600000.0,UZS,Ташкент,2022-12-23T17:20:54+0300
1436,Менеджер по развитию бизнеса / руководитель направления ИБП (менеджер продукта ИБП),,,,Москва,2022-12-23T14:03:56+0300
1437,Контролер технического состояния автотранспортных средств,,,,Пермь,2022-12-23T14:21:05+0300
1438,Системный администратор,,40000.0,RUR,Осинники,2022-12-23T12:12:32+0300
1439,Ведущий специалист по защите информации,70000.0,,RUR,Балашиха,2022-12-23T13:54:35+0300
1440,Технический писатель,,,,Москва,2022-12-23T15:44:45+0300
1441,Сервисный инженер,70000.0,,RUR,Санкт-Петербург,2022-12-23T16:37:58+0300
1442,Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000.0,140000.0,RUR,Воронеж,2022-12-23T12:19:26+0300
1443,Computer Vision Engineer (Стажер),,,,Казань,2022-12-23T12:55:19+0300
1444,Старший инженер отдела технической поддержки,50000.0,,RUR,Воронеж,2022-12-23T16:37:44+0300
1445,Инженер-программист,,30000.0,RUR,Курск,2022-12-23T13:29:17+0300
1446,Специалист техподдержки по АСУ и автоматике,80000.0,,RUR,Казань,2022-12-23T16:55:54+0300
1447,Техподдержка Linux,80000.0,,RUR,Хабаровск,2022-12-23T17:13:07+0300
1448,Специалист отдела противодействия мошенничеству и претензионной работы,,,,Москва,2022-12-23T12:07:01+0300
1449,Оператор токарного станка с ЧПУ,50000.0,70000.0,RUR,Нижний Новгород,2022-12-23T14:25:43+0300
1450,Менеджер проекта,400000.0,,KZT,Уральск,2022-12-23T13:13:18+0300
1451,QA/Тестировщик,,,,Санкт-Петербург,2022-12-23T17:01:40+0300
1452,Инцидент менеджер,,,,Москва,2022-12-23T16:54:37+0300
1453,Механик по выпуску автотранспорта,,,,Пушкино (Московская область),2022-12-23T14:41:34+0300
1454,Механик,,,,Билибино,2022-12-23T13:22:14+0300
1455,Системный администратор Windows,170000.0,,RUR,Санкт-Петербург,2022-12-23T13:34:49+0300
1456,Инженер ИТ инфраструктуры в направление контроля и управления доступами,,,,Екатеринбург,2022-12-23T14:33:12+0300
1457,Системный администратор,,40000.0,RUR,Калтан,2022-12-23T12:12:32+0300
1458,Главный инженер проекта,200000.0,,RUR,Казань,2022-12-23T16:55:53+0300
1459,Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000.0,140000.0,RUR,Омск,2022-12-23T12:19:26+0300
1460,Программист ETL (ритейл),,280000.0,RUR,Москва,2022-12-23T15:09:33+0300
1461,Computer Vision Engineer (Стажер),,,,Екатеринбург,2022-12-23T12:55:02+0300
1462,Токарь,41000.0,,RUR,Уфа,2022-12-23T12:54:29+0300
1463,Python-разработчик,,,,Челябинск,2022-12-23T16:10:55+0300
1464,Сервис- инженер (поддержка L1-2),,,,Санкт-Петербург,2022-12-23T17:54:27+0300
1465,Руководитель продакшен-направления,50000.0,,RUR,Киров (Кировская область),2022-12-23T16:26:29+0300
1466,Junior Data Engineer,,,,Санкт-Петербург,2022-12-23T15:25:26+0300
1467,Инженер-механик,,,,Ижевск,2022-12-23T13:23:22+0300
1468,Сервисный инженер (обслуживание терминалов),80000.0,130000.0,RUR,Москва,2022-12-23T17:50:29+0300
1469,Выездной инженер-механик по обслуживанию и ремонту спецтехники,150000.0,,RUR,Москва,2022-12-23T16:15:32+0300
1470,Программист 1С,,,,Ижевск,2022-12-23T16:18:34+0300
1471,Полировщик,54444.0,65387.0,RUR,Челябинск,2022-12-23T14:12:35+0300
1472,Администратор WMS-системы,,,,Москва,2022-12-23T12:29:59+0300
1473,Территориальный системный администратор,75000.0,,RUR,Барнаул,2022-12-23T12:15:55+0300
1474,Механик-сборщик,70000.0,120000.0,RUR,Одинцово,2022-12-23T13:22:28+0300
1475,Ведущий библиотекарь отдела культурных программ со знанием современного искусства,58000.0,60000.0,RUR,Москва,2022-12-23T17:58:20+0300
1476,Team Lead Java,400000.0,,RUR,Москва,2022-12-23T16:56:51+0300
1477,Руководитель проекта,200000.0,,RUR,Красноярск,2022-12-23T17:10:20+0300
1478,Junior Data Scientist (Стажер),,,,Новокузнецк,2022-12-23T12:56:56+0300
1479,Ведущий специалист,55000.0,,RUR,Краснодар,2022-12-23T17:17:06+0300
1480,"Quant Analyst, Asset management company",,,,Москва,2022-12-23T14:13:47+0300
1481,Менеджер по запуску on-line проектов (школа),80000.0,,RUR,Москва,2022-12-23T14:59:48+0300
1482,Специалист отдела защиты информации,70000.0,70000.0,RUR,Москва,2022-12-23T13:29:11+0300
1483,Разработчик Oracle,,,,Москва,2022-12-23T17:35:18+0300
1484,Fullstack разработчик (фулстек программист),100000.0,,RUR,Санкт-Петербург,2022-12-23T13:22:45+0300
1485,Куратор проектов,,,,Москва,2022-12-23T14:03:20+0300
1486,Web-программист,,,,Тула,2022-12-23T14:32:50+0300
1487,Менеджер проектов (управление оттоком),,,,Москва,2022-12-23T15:36:26+0300
1488,"Разработчик .NET, C#, Blazor",100000.0,400000.0,RUR,Санкт-Петербург,2022-12-23T12:41:15+0300
1489,Senior UX Designer,,,,Алматы,2022-12-23T13:31:03+0300
1490,Менеджер продукта / Product manager,,,,Москва,2022-12-23T13:41:57+0300
1491,Системный администратор,47000.0,,RUR,Красноярск,2022-12-23T13:45:36+0300
1492,Middle+/Senior PHP Backend Developer,,,,Москва,2022-12-23T12:54:15+0300
1493,Оператор станков с программным управлением,,75000.0,RUR,Самара,2022-12-23T13:09:22+0300
1494,Junior Data Scientist (Стажер),,,,Омск,2022-12-23T12:57:06+0300
1495,Администратор IT-проектов,,,,Москва,2022-12-23T14:15:49+0300
1496,Ведущий инженер сервисного центра,100000.0,100000.0,RUR,Москва,2022-12-23T15:40:22+0300
1497,Frontend - разработчик (Angular),,,,Рыбинск,2022-12-23T14:51:41+0300
1498,QA инженер (web),,,,Уфа,2022-12-23T12:11:16+0300
1499,Ведущий бродкаст дизайнер,180000.0,,RUR,Москва,2022-12-23T14:26:21+0300
1500,Копирайтер продающих текстов,,,,Минск,2022-12-23T12:15:22+0300
1501,Аналитик,,,,Москва,2022-12-23T12:22:37+0300
1502,Project manager,,,,Санкт-Петербург,2022-12-23T16:50:03+0300
1503,Механик,80000.0,,RUR,Красноярск,2022-12-23T15:05:03+0300
1504,Специалист по процессному управлению,30000.0,,RUR,Батайск,2022-12-23T15:10:23+0300
1505,Оператор станка с программным управлением (токарная группа),100000.0,,RUR,Санкт-Петербург,2022-12-23T13:34:58+0300
1506,Начальник транспортного участка,38000.0,38000.0,RUR,Омск,2022-12-23T13:48:00+0300
1507,Шеф-редактор Telegram-канала,,,,Москва,2022-12-23T12:25:00+0300
1508,Инженер-испытатель электрического и ручного инструмента,50000.0,55000.0,RUR,Санкт-Петербург,2022-12-23T15:41:01+0300
1509,Специалист первой линии поддержки пользователей,40000.0,50000.0,RUR,Набережные Челны,2022-12-23T16:07:47+0300
1510,Технический директор,100000.0,,RUR,Сочи,2022-12-23T16:37:56+0300
1511,Руководитель проекта,100000.0,100000.0,RUR,Москва,2022-12-23T14:46:58+0300
1512,Менеджер проекта,,,,Москва,2022-12-23T15:25:38+0300
1513,Специалист технической поддержки,75000.0,75000.0,RUR,Москва,2022-12-23T14:14:47+0300
1514,Producer of education products (Design),,,,Москва,2022-12-23T16:01:16+0300
1515,Сервисный инженер,75000.0,150000.0,RUR,Санкт-Петербург,2022-12-23T14:10:50+0300
1516,Сервисный инженер,60000.0,,RUR,Красноярск,2022-12-23T16:37:56+0300
1517,Backend разработчик (удаленно),150000.0,,RUR,Санкт-Петербург,2022-12-23T13:42:23+0300
1518,Токарь-фрезеровщик,80000.0,,RUR,Санкт-Петербург,2022-12-23T15:24:04+0300
1519,Computer Vision Engineer (Стажер),,,,Новосибирск,2022-12-23T12:53:42+0300
1520,Аналитик серверной и облачной инфраструктуры,80000.0,80000.0,RUR,Пермь,2022-12-23T15:04:25+0300
1521,Оператор токарного станка с ЧПУ,,,,Калязин,2022-12-23T14:08:44+0300
1522,Инженер по безопасности движения,,37600.0,RUR,Киров (Кировская область),2022-12-23T15:40:57+0300
1523,Механик,80000.0,,RUR,Иркутск,2022-12-23T15:10:40+0300
1524,Стажер Битрикс-разработчик,,,,Курск,2022-12-23T12:10:34+0300
1525,Инженер по информационным технологиям,,,,Усть-Каменогорск,2022-12-23T12:12:50+0300
1526,Программист баз данных,110000.0,,RUR,Санкт-Петербург,2022-12-23T16:51:17+0300
1527,"Software Engineer (Golang, DNS)",,,,Москва,2022-12-23T14:21:35+0300
1528,Frontend разработчик (middle),,,,Санкт-Петербург,2022-12-23T13:03:59+0300
1529,Механик по выпуску,40000.0,,RUR,Йошкар-Ола,2022-12-23T15:57:51+0300
1530,Техник,,,,Иваново (Ивановская область),2022-12-23T14:51:25+0300
1531,Оператор токарного станка с ЧПУ,,,,Луховицы,2022-12-23T14:08:44+0300
1532,Инженер технической поддержки,,,,Москва,2022-12-23T15:12:26+0300
1533,JavaScript разработчик,50000.0,150000.0,RUR,Чебоксары,2022-12-23T12:10:59+0300
1534,Бизнес-аналитик,50000.0,80000.0,RUR,Ессентуки,2022-12-23T15:55:54+0300
1535,Системный аналитик,150000.0,,RUR,Москва,2022-12-23T16:20:44+0300
1536,Программист 1С WMS,,310000.0,RUR,Москва,2022-12-23T15:09:43+0300
1537,Web-разработчик,,,,Москва,2022-12-23T15:41:36+0300
1538,Консультант 1С по нормативно-справочной информации,80000.0,,RUR,Санкт-Петербург,2022-12-23T12:17:01+0300
1539,IT Problem Manager,,,,Москва,2022-12-23T14:20:46+0300
1540,Дизайнер наружной рекламы,25000.0,35000.0,RUR,Симферополь,2022-12-23T13:22:46+0300
1541,Оператор службы технической поддержки,30000.0,45000.0,RUR,Санкт-Петербург,2022-12-23T16:19:52+0300
1542,Инженер-программист / Разработчик баз данных,,,,Тюмень,2022-12-23T14:59:39+0300
1543,Backend (GO) разработчик,200000.0,,RUR,Севастополь,2022-12-23T13:49:48+0300
1544,Junior Data Scientist (Стажер),,,,Барнаул,2022-12-23T12:56:49+0300
1545,Программист PL/SQL,,,,Москва,2022-12-23T16:34:14+0300
1546,Главный специалист(Антифрод),,,,Москва,2022-12-23T13:02:16+0300
1547,Специалист технической поддержки,30000.0,,RUR,Пенза,2022-12-23T16:08:44+0300
1548,Junior Data Scientist (Стажер),,,,Новосибирск,2022-12-23T12:56:01+0300
1549,Стажер-разработчик DWH,,30000.0,RUR,Москва,2022-12-23T13:53:05+0300
1550,Специалист по видеонаблюдению,43500.0,,RUR,Санкт-Петербург,2022-12-23T13:46:49+0300
1551,Токарь,120000.0,135000.0,RUR,Новосибирск,2022-12-23T17:39:03+0300
1552,Специалист в группу статистики,,42000.0,RUR,Тула,2022-12-23T13:30:21+0300
1553,Менеджер ИТ-проектов B2C-направления,,,,Москва,2022-12-23T16:32:53+0300
1554,Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,130000.0,140000.0,RUR,Волгоград,2022-12-23T12:19:26+0300
1555,Главный специалист по сопровождению терминальной сети (Cisco),,,,Москва,2022-12-23T15:13:30+0300
1556,Системный администратор,,,,Волжский (Волгоградская область),2022-12-23T12:44:06+0300
1557,Менеджер по развитию VIP клиники,,,,Челябинск,2022-12-23T15:08:31+0300
1558,Оператор станков с ЧПУ,30000.0,45000.0,RUR,Тольятти,2022-12-23T14:09:52+0300
1559,Механик,80000.0,,RUR,Хабаровск,2022-12-23T15:05:03+0300
1560,Сервисный инженер (вентиляционное оборудование),150000.0,,RUR,Казань,2022-12-23T15:43:22+0300
1561,Специалист по контролю качества,50000.0,,RUR,Санкт-Петербург,2022-12-23T17:33:55+0300
1562,Инженер-конструктор пресс-форм,100000.0,,RUR,Октябрьское (Челябинская область),2022-12-23T15:43:32+0300
1563,Оператор станка с ЧПУ,30000.0,45000.0,RUR,Ижевск,2022-12-23T15:14:59+0300
1564,Системный администратор,40000.0,60000.0,RUR,Псков,2022-12-23T13:21:42+0300
1565,Системный аналитик,,,,Москва,2022-12-23T13:31:19+0300
1566,Ведущий разработчик Java,,,,Москва,2022-12-23T14:49:53+0300
1567,Инженер технической поддержки пользователей АРМ,,,,Санкт-Петербург,2022-12-23T14:03:41+0300
1568,ETL разработчик,,280000.0,RUR,Москва,2022-12-23T14:05:47+0300
1569,Level Artist,,,,Санкт-Петербург,2022-12-23T14:59:50+0300
1570,Руководитель проекта (MES),,,,Москва,2022-12-23T15:49:25+0300
1571,Account Group Head,,,,Москва,2022-12-23T15:00:35+0300
1572,Специалист по управлению репутацией,80000.0,,RUR,Москва,2022-12-23T15:41:07+0300
1573,Шлифовщик,,75000.0,RUR,Самара,2022-12-23T13:09:23+0300
1574,Менеджер продукта,,,,Астана,2022-12-23T13:16:29+0300
1575,Редактор,,,,Москва,2022-12-23T13:39:33+0300
1576,Координатор тестовых сред,,,,Санкт-Петербург,2022-12-23T14:58:28+0300
1577,Оператор-наладчик оборудования,63000.0,,RUR,Всеволожск,2022-12-23T12:12:34+0300
1578,Редактор контента,,,,Санкт-Петербург,2022-12-23T12:45:20+0300
1579,Графический дизайнер,,,,Чебоксары,2022-12-23T12:10:59+0300
1580,IOS Developer,,,,Тбилиси,2022-12-23T17:56:41+0300
1581,Product Owner некредитных розничных продуктов,,,,Алматы,2022-12-23T13:51:35+0300
1582,Инженер по информационной безопасности (Offensive Application Security),,,,Москва,2022-12-23T17:44:21+0300
1583,Специалист по расследованию компьютерных инцидентов,,,,Москва,2022-12-23T13:51:06+0300
1584,Разработчик (Java+БД),,,,Москва,2022-12-23T16:30:31+0300
1585,Инженер по эксплуатации базовых станций и транспортной сети,,,,Оренбург,2022-12-23T14:31:23+0300
1586,Data-инженер,,,,Саратов,2022-12-23T17:10:39+0300
1587,Менеджер продукта,,,,Ташкент,2022-12-23T13:17:58+0300
1588,Системный администратор,40000.0,,RUR,Бахчисарай,2022-12-23T17:43:38+0300
1589,Аналитик (управление аналитическими данными),,,,Москва,2022-12-23T15:58:30+0300
1590,Техник по эксплуатации в ресторан,60000.0,,RUR,Химки,2022-12-23T16:12:09+0300
